test model relativeRisk haplotypeLength recFrac Training_mTDT_minFreq10.00000_01 Training_mTDT_minFreq10.00000_05 Training_mTDT_minFreq10.00000_001 Training_mTDT_minFreq10.00000_005 Training_ScoreTDT_01 Training_ScoreTDT_05 Training_ScoreTDT_001 Training_ScoreTDT_005 Training_ScoreTDT_minFreq10.00000_01 Training_ScoreTDT_minFreq10.00000_05 Training_ScoreTDT_minFreq10.00000_001 Training_ScoreTDT_minFreq10.00000_005 Training_mTDT1T_01 Training_mTDT1T_05 Training_mTDT1T_001 Training_mTDT1T_005 Training_mTDT1T_minFreq10.00000_01 Training_mTDT1T_minFreq10.00000_05 Training_mTDT1T_minFreq10.00000_001 Training_mTDT1T_minFreq10.00000_005 Training_mTDTP_01 Training_mTDTP_05 Training_mTDTP_001 Training_mTDTP_005 Training_mTDT1_01 Training_mTDT1_05 Training_mTDT1_001 Training_mTDT1_005 Training_mTDT1_minFreq10.00000_01 Training_mTDT1_minFreq10.00000_05 Training_mTDT1_minFreq10.00000_001 Training_mTDT1_minFreq10.00000_005 Training_mTDTYateAlpha_0.50000_01 Training_mTDTYateAlpha_0.50000_05 Training_mTDTYateAlpha_0.50000_001 Training_mTDTYateAlpha_0.50000_005 
PowerTwoLoci Additive 1.6 4 0.0002000 0.12 0.19 0.07 0.09 0.1 0.21 0.04 0.07 0.1 0.23 0.04 0.08 0.16 0.29 0.06 0.1 0.16 0.29 0.06 0.1 0.14 0.17 0.05 0.1 0.18 0.4 0.08 0.13 0.18 0.39 0.08 0.13 0.1 0.18 0.06 0.08
PowerTwoLoci Additive 2.0 4 0.0000000 0.6 0.72 0.51 0.55 0.56 0.68 0.44 0.52 0.56 0.7 0.45 0.54 0.6 0.77 0.49 0.58 0.6 0.76 0.49 0.59 0.6 0.75 0.52 0.58 0.63 0.81 0.53 0.59 0.63 0.82 0.53 0.6 0.57 0.71 0.5 0.55
PowerTwoLoci Additive 2.0 4 0.0000500 0.33 0.4 0.25 0.29 0.27 0.4 0.21 0.26 0.29 0.44 0.23 0.26 0.34 0.48 0.23 0.31 0.34 0.48 0.23 0.31 0.34 0.46 0.24 0.31 0.37 0.58 0.26 0.33 0.37 0.57 0.26 0.32 0.29 0.4 0.25 0.28
PowerTwoLoci Additive 2.0 4 0.0001000 0.11 0.21 0.07 0.08 0.1 0.2 0.07 0.07 0.13 0.25 0.07 0.12 0.14 0.27 0.07 0.11 0.14 0.25 0.07 0.11 0.1 0.19 0.04 0.08 0.2 0.39 0.09 0.16 0.2 0.38 0.09 0.15 0.08 0.18 0.07 0.08
PowerTwoLoci Additive 2.0 4 0.0001500 0.11 0.22 0.04 0.09 0.12 0.22 0.02 0.08 0.13 0.25 0.05 0.11 0.11 0.28 0.03 0.1 0.11 0.25 0.03 0.1 0.07 0.19 0.04 0.07 0.19 0.43 0.07 0.16 0.19 0.42 0.07 0.16 0.07 0.2 0.03 0.06
PowerTwoLoci Additive 2.0 4 0.0002000 0.12 0.22 0.08 0.08 0.11 0.25 0.06 0.09 0.14 0.29 0.07 0.09 0.17 0.34 0.07 0.11 0.17 0.34 0.07 0.11 0.1 0.21 0.05 0.08 0.21 0.42 0.09 0.13 0.21 0.42 0.09 0.13 0.09 0.2 0.08 0.08
PowerTwoLoci Additive 2.4 4 0.0000000 0.63 0.74 0.52 0.6 0.59 0.7 0.49 0.55 0.61 0.71 0.49 0.58 0.62 0.76 0.55 0.59 0.62 0.75 0.55 0.59 0.63 0.73 0.55 0.63 0.68 0.81 0.57 0.63 0.68 0.79 0.56 0.63 0.61 0.71 0.52 0.58
PowerTwoLoci Additive 2.4 4 0.0000500 0.37 0.44 0.25 0.31 0.31 0.42 0.23 0.26 0.34 0.47 0.25 0.29 0.39 0.52 0.26 0.34 0.39 0.52 0.26 0.34 0.39 0.46 0.26 0.35 0.44 0.61 0.28 0.37 0.44 0.6 0.28 0.37 0.33 0.43 0.25 0.29
PowerTwoLoci Additive 2.4 4 0.0001000 0.13 0.26 0.08 0.1 0.13 0.24 0.07 0.1 0.15 0.27 0.07 0.14 0.14 0.29 0.09 0.14 0.14 0.28 0.09 0.14 0.1 0.19 0.07 0.09 0.21 0.39 0.1 0.19 0.2 0.38 0.1 0.18 0.1 0.26 0.08 0.1
PowerTwoLoci Additive 2.4 4 0.0001500 0.12 0.26 0.05 0.08 0.09 0.24 0.03 0.08 0.12 0.27 0.07 0.08 0.11 0.3 0.05 0.1 0.11 0.27 0.05 0.1 0.1 0.18 0.03 0.08 0.2 0.4 0.09 0.16 0.2 0.36 0.09 0.16 0.11 0.21 0.03 0.06
PowerTwoLoci Additive 2.4 4 0.0002000 0.13 0.27 0.08 0.12 0.14 0.22 0.07 0.12 0.14 0.29 0.08 0.14 0.18 0.33 0.08 0.11 0.18 0.34 0.08 0.11 0.1 0.25 0.07 0.08 0.22 0.43 0.1 0.15 0.22 0.43 0.1 0.15 0.13 0.24 0.08 0.1
PowerTwoLoci Additive 2.6 4 0.0000000 0.64 0.74 0.55 0.59 0.58 0.69 0.5 0.56 0.59 0.71 0.5 0.58 0.62 0.75 0.55 0.58 0.62 0.74 0.55 0.58 0.65 0.75 0.54 0.6 0.67 0.78 0.56 0.61 0.67 0.76 0.56 0.61 0.62 0.71 0.55 0.59
PowerTwoLoci Additive 2.6 4 0.0000500 0.4 0.47 0.28 0.36 0.32 0.43 0.25 0.3 0.35 0.5 0.29 0.32 0.41 0.54 0.29 0.39 0.41 0.52 0.29 0.39 0.42 0.48 0.29 0.37 0.46 0.63 0.32 0.41 0.45 0.62 0.32 0.41 0.38 0.45 0.29 0.3
PowerTwoLoci Additive 2.6 4 0.0001000 0.17 0.26 0.08 0.12 0.15 0.25 0.07 0.1 0.19 0.29 0.08 0.13 0.15 0.31 0.09 0.14 0.15 0.29 0.09 0.14 0.11 0.21 0.07 0.11 0.23 0.43 0.1 0.21 0.22 0.39 0.1 0.21 0.15 0.26 0.08 0.09
PowerTwoLoci Additive 2.6 4 0.0001500 0.15 0.27 0.05 0.1 0.11 0.26 0.03 0.1 0.13 0.29 0.07 0.1 0.12 0.28 0.04 0.1 0.12 0.25 0.05 0.1 0.1 0.2 0.03 0.08 0.22 0.42 0.1 0.17 0.22 0.39 0.11 0.18 0.11 0.27 0.04 0.08
PowerTwoLoci Additive 2.6 4 0.0002000 0.12 0.23 0.09 0.11 0.13 0.24 0.09 0.11 0.13 0.28 0.09 0.12 0.16 0.32 0.08 0.12 0.16 0.32 0.08 0.12 0.09 0.25 0.07 0.09 0.2 0.44 0.1 0.14 0.2 0.45 0.1 0.14 0.12 0.24 0.09 0.1
PowerTwoLoci DomOrDom 1.2 4 0.0000000 0.52 0.62 0.43 0.49 0.46 0.57 0.38 0.44 0.47 0.59 0.4 0.46 0.54 0.7 0.41 0.47 0.52 0.7 0.41 0.46 0.59 0.66 0.46 0.5 0.6 0.71 0.43 0.51 0.59 0.71 0.43 0.51 0.5 0.61 0.43 0.47
PowerTwoLoci DomOrDom 1.2 4 0.0000500 0.2 0.29 0.14 0.2 0.17 0.24 0.08 0.14 0.2 0.28 0.1 0.16 0.22 0.4 0.14 0.19 0.22 0.4 0.14 0.2 0.2 0.37 0.12 0.2 0.24 0.48 0.14 0.21 0.24 0.49 0.14 0.21 0.2 0.27 0.13 0.17
PowerTwoLoci DomOrDom 1.2 4 0.0001000 0.09 0.17 0.03 0.06 0.07 0.15 0.04 0.06 0.08 0.22 0.05 0.08 0.08 0.26 0.03 0.05 0.08 0.24 0.03 0.05 0.08 0.17 0.02 0.07 0.12 0.4 0.03 0.08 0.12 0.38 0.03 0.08 0.06 0.16 0.03 0.05
PowerTwoLoci DomOrDom 1.2 4 0.0001500 0.05 0.2 0.01 0.02 0.04 0.14 0 0.02 0.08 0.17 0 0.03 0.1 0.25 0.02 0.07 0.1 0.22 0.02 0.07 0.08 0.19 0.01 0.04 0.15 0.38 0.04 0.11 0.15 0.36 0.04 0.11 0.04 0.15 0.01 0.02
PowerTwoLoci DomOrDom 1.2 4 0.0002000 0.08 0.14 0.05 0.05 0.05 0.13 0.04 0.05 0.05 0.17 0.04 0.05 0.13 0.34 0.04 0.08 0.14 0.33 0.04 0.07 0.11 0.21 0.04 0.07 0.18 0.43 0.05 0.09 0.17 0.43 0.05 0.08 0.07 0.13 0.04 0.05
PowerTwoLoci DomOrDom 1.6 4 0.0000000 0.61 0.71 0.46 0.54 0.53 0.66 0.41 0.49 0.54 0.69 0.41 0.5 0.61 0.75 0.44 0.56 0.61 0.75 0.45 0.56 0.61 0.73 0.48 0.58 0.65 0.8 0.49 0.58 0.65 0.8 0.5 0.58 0.57 0.7 0.46 0.52
PowerTwoLoci DomOrDom 1.6 4 0.0000500 0.29 0.39 0.23 0.27 0.26 0.34 0.19 0.23 0.28 0.43 0.2 0.24 0.32 0.48 0.21 0.28 0.32 0.48 0.21 0.28 0.3 0.44 0.24 0.29 0.36 0.57 0.24 0.31 0.36 0.56 0.24 0.31 0.27 0.36 0.22 0.27
PowerTwoLoci DomOrDom 1.6 4 0.0001000 0.11 0.22 0.07 0.09 0.09 0.18 0.05 0.07 0.13 0.24 0.06 0.07 0.12 0.28 0.05 0.09 0.12 0.27 0.05 0.09 0.1 0.18 0.03 0.08 0.19 0.38 0.06 0.14 0.19 0.38 0.06 0.14 0.09 0.17 0.05 0.08
PowerTwoLoci DomOrDom 1.6 4 0.0001500 0.1 0.17 0.03 0.08 0.09 0.19 0.03 0.05 0.11 0.21 0.03 0.08 0.11 0.28 0.02 0.06 0.11 0.25 0.02 0.06 0.06 0.16 0.04 0.06 0.19 0.38 0.05 0.15 0.19 0.35 0.05 0.15 0.08 0.16 0.03 0.07
PowerTwoLoci DomOrDom 1.6 4 0.0002000 0.12 0.19 0.06 0.09 0.1 0.22 0.05 0.07 0.14 0.26 0.05 0.09 0.15 0.33 0.06 0.11 0.15 0.32 0.06 0.11 0.13 0.17 0.05 0.09 0.18 0.41 0.08 0.16 0.18 0.41 0.08 0.16 0.12 0.18 0.06 0.08
PowerTwoLoci DomOrDom 2.0 4 0.0000000 0.6 0.72 0.52 0.58 0.58 0.64 0.48 0.55 0.6 0.66 0.49 0.58 0.61 0.75 0.55 0.57 0.61 0.75 0.55 0.57 0.61 0.75 0.53 0.58 0.65 0.78 0.56 0.6 0.65 0.77 0.56 0.59 0.6 0.69 0.52 0.58
PowerTwoLoci DomOrDom 2.0 4 0.0000500 0.34 0.47 0.26 0.33 0.3 0.45 0.23 0.27 0.31 0.51 0.25 0.28 0.38 0.52 0.26 0.35 0.39 0.51 0.26 0.35 0.39 0.45 0.28 0.35 0.47 0.59 0.28 0.4 0.46 0.59 0.28 0.4 0.34 0.45 0.26 0.31
PowerTwoLoci DomOrDom 2.0 4 0.0001000 0.15 0.27 0.08 0.1 0.15 0.27 0.06 0.1 0.18 0.3 0.06 0.14 0.15 0.28 0.07 0.14 0.14 0.27 0.07 0.14 0.12 0.19 0.07 0.11 0.22 0.41 0.08 0.19 0.21 0.42 0.08 0.19 0.11 0.24 0.07 0.1
PowerTwoLoci DomOrDom 2.0 4 0.0001500 0.11 0.26 0.04 0.06 0.11 0.24 0.01 0.07 0.11 0.26 0.02 0.11 0.1 0.34 0.03 0.08 0.1 0.3 0.03 0.08 0.09 0.17 0.03 0.05 0.21 0.42 0.09 0.16 0.21 0.4 0.09 0.17 0.08 0.24 0.04 0.05
PowerTwoLoci DomOrDom 2.0 4 0.0002000 0.15 0.24 0.09 0.12 0.14 0.24 0.09 0.11 0.15 0.28 0.09 0.12 0.16 0.31 0.08 0.13 0.16 0.31 0.08 0.13 0.1 0.23 0.06 0.1 0.19 0.4 0.1 0.16 0.18 0.41 0.11 0.16 0.12 0.23 0.08 0.11
PowerTwoLoci DomOrDom 2.4 4 0.0000000 0.64 0.74 0.6 0.63 0.62 0.69 0.53 0.6 0.63 0.71 0.56 0.61 0.62 0.78 0.58 0.59 0.63 0.77 0.58 0.59 0.63 0.76 0.58 0.6 0.65 0.8 0.6 0.63 0.64 0.78 0.6 0.63 0.64 0.72 0.57 0.62
PowerTwoLoci DomOrDom 2.4 4 0.0000500 0.42 0.52 0.32 0.39 0.37 0.46 0.28 0.36 0.41 0.5 0.31 0.38 0.43 0.6 0.31 0.41 0.44 0.59 0.31 0.41 0.44 0.53 0.35 0.41 0.48 0.69 0.35 0.44 0.49 0.67 0.35 0.44 0.41 0.45 0.31 0.38
PowerTwoLoci DomOrDom 2.4 4 0.0001000 0.2 0.26 0.12 0.17 0.2 0.27 0.07 0.16 0.2 0.3 0.1 0.18 0.17 0.29 0.11 0.14 0.16 0.27 0.11 0.14 0.15 0.21 0.1 0.13 0.26 0.45 0.17 0.23 0.26 0.43 0.17 0.23 0.18 0.25 0.12 0.16
PowerTwoLoci DomOrDom 2.4 4 0.0001500 0.17 0.28 0.05 0.11 0.17 0.25 0.02 0.12 0.19 0.31 0.04 0.16 0.16 0.32 0.06 0.12 0.16 0.3 0.06 0.11 0.11 0.19 0.04 0.09 0.24 0.45 0.11 0.19 0.24 0.43 0.11 0.18 0.14 0.26 0.04 0.1
PowerTwoLoci DomOrDom 2.4 4 0.0002000 0.13 0.28 0.11 0.13 0.14 0.25 0.08 0.13 0.16 0.31 0.1 0.13 0.18 0.33 0.08 0.12 0.18 0.34 0.08 0.12 0.11 0.27 0.07 0.1 0.23 0.47 0.11 0.16 0.23 0.45 0.11 0.15 0.13 0.27 0.09 0.13
PowerTwoLoci DomOrDom 2.6 4 0.0000000 0.67 0.74 0.62 0.66 0.64 0.69 0.55 0.61 0.66 0.71 0.57 0.62 0.64 0.77 0.58 0.63 0.65 0.76 0.58 0.63 0.67 0.76 0.59 0.65 0.66 0.8 0.61 0.65 0.66 0.78 0.61 0.65 0.67 0.73 0.62 0.65
PowerTwoLoci DomOrDom 2.6 4 0.0000500 0.43 0.53 0.37 0.4 0.38 0.5 0.3 0.35 0.41 0.55 0.33 0.37 0.46 0.58 0.35 0.41 0.46 0.58 0.36 0.42 0.45 0.52 0.37 0.42 0.52 0.65 0.39 0.46 0.52 0.64 0.39 0.47 0.43 0.51 0.33 0.38
PowerTwoLoci DomOrDom 2.6 4 0.0001000 0.2 0.3 0.11 0.19 0.21 0.3 0.09 0.18 0.22 0.34 0.12 0.2 0.17 0.35 0.12 0.14 0.16 0.31 0.12 0.14 0.14 0.24 0.1 0.13 0.29 0.49 0.16 0.25 0.29 0.45 0.16 0.25 0.2 0.28 0.11 0.18
PowerTwoLoci DomOrDom 2.6 4 0.0001500 0.16 0.28 0.06 0.12 0.17 0.26 0.02 0.1 0.18 0.29 0.05 0.15 0.15 0.31 0.07 0.12 0.14 0.28 0.07 0.12 0.13 0.2 0.03 0.1 0.26 0.47 0.12 0.2 0.25 0.44 0.12 0.21 0.13 0.24 0.04 0.11
PowerTwoLoci DomOrDom 2.6 4 0.0002000 0.14 0.29 0.1 0.13 0.15 0.25 0.1 0.14 0.17 0.31 0.1 0.16 0.18 0.31 0.08 0.14 0.18 0.32 0.08 0.14 0.12 0.28 0.09 0.1 0.24 0.45 0.1 0.18 0.24 0.46 0.1 0.18 0.13 0.27 0.09 0.13
PowerTwoLoci DomAndDom 1.2 4 0.0000000 0.52 0.62 0.43 0.49 0.46 0.57 0.38 0.44 0.47 0.59 0.4 0.46 0.54 0.7 0.41 0.47 0.52 0.7 0.41 0.46 0.59 0.66 0.46 0.5 0.6 0.71 0.43 0.51 0.59 0.71 0.43 0.51 0.5 0.61 0.43 0.47
PowerTwoLoci DomAndDom 1.2 4 0.0000500 0.2 0.29 0.14 0.2 0.17 0.24 0.08 0.14 0.2 0.28 0.1 0.16 0.22 0.4 0.14 0.19 0.22 0.4 0.14 0.2 0.2 0.37 0.13 0.2 0.24 0.48 0.14 0.21 0.24 0.49 0.14 0.21 0.2 0.27 0.13 0.18
PowerTwoLoci DomAndDom 1.2 4 0.0001000 0.09 0.17 0.03 0.06 0.07 0.15 0.04 0.06 0.08 0.22 0.05 0.08 0.08 0.26 0.03 0.05 0.08 0.24 0.03 0.05 0.08 0.17 0.02 0.07 0.12 0.4 0.03 0.08 0.12 0.38 0.03 0.08 0.06 0.16 0.03 0.05
PowerTwoLoci DomAndDom 1.2 4 0.0001500 0.05 0.2 0.01 0.02 0.04 0.14 0 0.02 0.08 0.17 0 0.03 0.1 0.25 0.02 0.07 0.1 0.22 0.02 0.07 0.08 0.19 0.01 0.04 0.15 0.38 0.04 0.11 0.15 0.36 0.04 0.11 0.04 0.15 0.01 0.02
PowerTwoLoci DomAndDom 1.2 4 0.0002000 0.08 0.14 0.05 0.05 0.05 0.13 0.04 0.05 0.05 0.17 0.04 0.05 0.13 0.34 0.04 0.08 0.14 0.33 0.04 0.07 0.11 0.21 0.04 0.07 0.18 0.43 0.05 0.09 0.17 0.43 0.05 0.08 0.07 0.13 0.04 0.05
PowerTwoLoci DomAndDom 1.6 4 0.0000000 0.61 0.71 0.46 0.54 0.53 0.66 0.41 0.49 0.54 0.69 0.41 0.5 0.61 0.75 0.44 0.56 0.61 0.75 0.45 0.56 0.61 0.73 0.48 0.58 0.65 0.8 0.49 0.58 0.65 0.8 0.5 0.58 0.57 0.7 0.46 0.52
PowerTwoLoci DomAndDom 1.6 4 0.0000500 0.29 0.39 0.23 0.27 0.26 0.34 0.18 0.23 0.28 0.43 0.2 0.24 0.32 0.48 0.21 0.28 0.32 0.48 0.21 0.28 0.3 0.44 0.24 0.29 0.36 0.57 0.24 0.31 0.36 0.56 0.24 0.31 0.27 0.36 0.22 0.27
PowerTwoLoci DomAndDom 1.6 4 0.0001000 0.11 0.22 0.07 0.09 0.09 0.18 0.05 0.07 0.13 0.24 0.06 0.07 0.12 0.28 0.05 0.09 0.12 0.27 0.05 0.09 0.1 0.18 0.03 0.08 0.19 0.38 0.06 0.14 0.19 0.38 0.06 0.14 0.09 0.17 0.05 0.08
PowerTwoLoci DomAndDom 1.6 4 0.0001500 0.1 0.17 0.02 0.08 0.09 0.19 0.02 0.04 0.11 0.21 0.02 0.08 0.11 0.28 0.02 0.06 0.11 0.25 0.02 0.06 0.06 0.16 0.03 0.06 0.19 0.38 0.05 0.15 0.19 0.35 0.05 0.15 0.08 0.16 0.02 0.07
PowerTwoLoci DomAndDom 1.6 4 0.0002000 0.12 0.19 0.06 0.09 0.1 0.22 0.05 0.07 0.14 0.26 0.05 0.09 0.15 0.33 0.06 0.11 0.15 0.32 0.06 0.11 0.13 0.17 0.05 0.09 0.18 0.41 0.08 0.16 0.18 0.41 0.08 0.16 0.12 0.18 0.06 0.08
PowerTwoLoci DomAndDom 2.0 4 0.0000000 0.6 0.72 0.52 0.58 0.58 0.64 0.48 0.55 0.6 0.66 0.49 0.58 0.61 0.75 0.55 0.57 0.61 0.75 0.55 0.57 0.61 0.75 0.53 0.58 0.65 0.78 0.56 0.6 0.65 0.77 0.56 0.59 0.6 0.69 0.52 0.58
PowerTwoLoci DomAndDom 2.0 4 0.0000500 0.34 0.47 0.26 0.33 0.3 0.45 0.23 0.27 0.31 0.51 0.25 0.28 0.38 0.52 0.26 0.35 0.39 0.51 0.26 0.35 0.39 0.45 0.28 0.35 0.47 0.59 0.28 0.4 0.46 0.59 0.28 0.4 0.34 0.45 0.26 0.31
PowerTwoLoci DomAndDom 2.0 4 0.0001000 0.15 0.27 0.08 0.1 0.15 0.26 0.06 0.1 0.18 0.3 0.06 0.14 0.15 0.28 0.07 0.14 0.14 0.27 0.07 0.14 0.12 0.19 0.07 0.11 0.22 0.4 0.08 0.19 0.21 0.41 0.08 0.19 0.11 0.24 0.07 0.1
PowerTwoLoci DomAndDom 2.0 4 0.0001500 0.11 0.26 0.04 0.07 0.11 0.24 0.01 0.08 0.11 0.26 0.02 0.11 0.1 0.34 0.03 0.08 0.1 0.3 0.03 0.08 0.09 0.17 0.03 0.05 0.21 0.42 0.09 0.16 0.21 0.4 0.09 0.17 0.08 0.24 0.04 0.06
PowerTwoLoci DomAndDom 2.0 4 0.0002000 0.15 0.24 0.09 0.12 0.14 0.24 0.09 0.11 0.15 0.28 0.09 0.12 0.16 0.32 0.08 0.13 0.16 0.32 0.08 0.13 0.1 0.23 0.06 0.1 0.19 0.42 0.1 0.16 0.18 0.43 0.11 0.16 0.12 0.23 0.08 0.11
PowerTwoLoci DomAndDom 2.4 4 0.0000000 0.64 0.74 0.6 0.63 0.62 0.69 0.53 0.6 0.63 0.71 0.56 0.61 0.62 0.78 0.58 0.59 0.63 0.77 0.58 0.59 0.63 0.76 0.58 0.6 0.65 0.8 0.6 0.63 0.64 0.78 0.6 0.63 0.64 0.72 0.57 0.62
PowerTwoLoci DomAndDom 2.4 4 0.0000500 0.42 0.52 0.32 0.39 0.37 0.46 0.28 0.36 0.41 0.5 0.31 0.38 0.43 0.6 0.31 0.41 0.44 0.59 0.31 0.41 0.44 0.53 0.35 0.41 0.48 0.69 0.35 0.44 0.49 0.67 0.35 0.44 0.41 0.45 0.31 0.38
PowerTwoLoci DomAndDom 2.4 4 0.0001000 0.2 0.26 0.12 0.17 0.2 0.27 0.07 0.16 0.2 0.3 0.1 0.18 0.17 0.29 0.11 0.14 0.16 0.27 0.11 0.14 0.15 0.21 0.1 0.13 0.26 0.45 0.17 0.23 0.26 0.43 0.17 0.23 0.18 0.25 0.12 0.16
PowerTwoLoci DomAndDom 2.4 4 0.0001500 0.17 0.29 0.05 0.1 0.17 0.26 0.02 0.12 0.19 0.31 0.04 0.16 0.16 0.32 0.06 0.12 0.16 0.31 0.06 0.11 0.11 0.19 0.04 0.09 0.24 0.45 0.11 0.19 0.24 0.42 0.11 0.18 0.14 0.26 0.04 0.09
PowerTwoLoci DomAndDom 2.4 4 0.0002000 0.13 0.28 0.11 0.13 0.14 0.25 0.08 0.13 0.15 0.31 0.1 0.13 0.18 0.33 0.08 0.12 0.18 0.34 0.08 0.12 0.11 0.27 0.07 0.1 0.23 0.47 0.11 0.16 0.23 0.45 0.11 0.15 0.13 0.27 0.09 0.13
PowerTwoLoci DomAndDom 2.6 4 0.0000000 0.67 0.74 0.62 0.66 0.64 0.69 0.55 0.61 0.66 0.71 0.57 0.62 0.64 0.77 0.58 0.63 0.65 0.76 0.58 0.63 0.67 0.76 0.59 0.65 0.66 0.8 0.61 0.65 0.66 0.78 0.61 0.65 0.67 0.73 0.62 0.65
PowerTwoLoci DomAndDom 2.6 4 0.0000500 0.43 0.53 0.37 0.4 0.38 0.5 0.3 0.35 0.41 0.55 0.33 0.37 0.46 0.58 0.35 0.41 0.46 0.58 0.36 0.42 0.45 0.52 0.37 0.42 0.52 0.65 0.39 0.46 0.52 0.64 0.39 0.47 0.43 0.51 0.33 0.38
PowerTwoLoci DomAndDom 2.6 4 0.0001000 0.2 0.3 0.11 0.19 0.21 0.3 0.09 0.17 0.22 0.34 0.12 0.2 0.17 0.35 0.12 0.14 0.16 0.31 0.12 0.14 0.14 0.24 0.1 0.13 0.29 0.49 0.16 0.25 0.29 0.45 0.16 0.25 0.2 0.28 0.1 0.18
PowerTwoLoci DomAndDom 2.6 4 0.0001500 0.16 0.28 0.06 0.12 0.17 0.26 0.02 0.11 0.18 0.29 0.05 0.15 0.15 0.32 0.07 0.12 0.14 0.3 0.07 0.12 0.13 0.2 0.03 0.1 0.26 0.46 0.12 0.21 0.25 0.43 0.12 0.22 0.13 0.24 0.04 0.12
PowerTwoLoci DomAndDom 2.6 4 0.0002000 0.14 0.29 0.1 0.13 0.15 0.25 0.1 0.14 0.18 0.31 0.1 0.16 0.18 0.31 0.08 0.14 0.18 0.32 0.08 0.14 0.12 0.27 0.09 0.1 0.24 0.44 0.1 0.18 0.24 0.45 0.1 0.18 0.13 0.26 0.09 0.13
PowerTwoLoci RecOrRec 1.2 4 0.0000000 0.5 0.59 0.41 0.46 0.44 0.52 0.37 0.43 0.46 0.53 0.41 0.43 0.52 0.65 0.35 0.48 0.52 0.65 0.35 0.48 0.53 0.63 0.4 0.51 0.55 0.68 0.4 0.5 0.55 0.68 0.4 0.5 0.48 0.57 0.41 0.45
PowerTwoLoci RecOrRec 1.2 4 0.0000500 0.18 0.26 0.13 0.16 0.16 0.25 0.1 0.11 0.17 0.27 0.1 0.13 0.21 0.38 0.12 0.2 0.21 0.38 0.13 0.2 0.2 0.3 0.12 0.16 0.24 0.51 0.12 0.22 0.24 0.5 0.13 0.23 0.17 0.26 0.13 0.13
PowerTwoLoci RecOrRec 1.2 4 0.0001000 0.05 0.17 0.03 0.05 0.05 0.11 0.04 0.05 0.05 0.2 0.05 0.05 0.1 0.27 0.03 0.07 0.11 0.25 0.03 0.06 0.06 0.15 0.03 0.05 0.13 0.36 0.03 0.08 0.14 0.35 0.03 0.08 0.05 0.15 0.03 0.05
PowerTwoLoci RecOrRec 1.2 4 0.0001500 0.06 0.13 0 0.03 0.04 0.11 0 0.02 0.04 0.16 0 0.04 0.1 0.25 0.01 0.06 0.1 0.21 0 0.06 0.05 0.17 0.01 0.04 0.14 0.37 0.02 0.08 0.14 0.36 0.01 0.08 0.04 0.11 0 0.01
PowerTwoLoci RecOrRec 1.2 4 0.0002000 0.07 0.12 0.04 0.06 0.05 0.15 0.04 0.05 0.06 0.19 0.04 0.05 0.12 0.31 0.04 0.08 0.13 0.3 0.04 0.08 0.1 0.17 0.03 0.08 0.2 0.47 0.05 0.11 0.21 0.44 0.05 0.1 0.06 0.12 0.04 0.06
PowerTwoLoci RecOrRec 1.6 4 0.0000000 0.56 0.61 0.47 0.5 0.49 0.58 0.38 0.47 0.5 0.59 0.43 0.48 0.54 0.71 0.43 0.51 0.54 0.71 0.43 0.51 0.56 0.65 0.45 0.55 0.59 0.74 0.49 0.57 0.59 0.74 0.49 0.57 0.53 0.6 0.46 0.5
PowerTwoLoci RecOrRec 1.6 4 0.0000500 0.26 0.36 0.14 0.21 0.19 0.28 0.09 0.16 0.22 0.33 0.11 0.16 0.26 0.39 0.14 0.21 0.24 0.41 0.14 0.21 0.25 0.39 0.13 0.22 0.28 0.49 0.15 0.22 0.27 0.51 0.16 0.22 0.25 0.31 0.13 0.21
PowerTwoLoci RecOrRec 1.6 4 0.0001000 0.07 0.15 0.03 0.05 0.06 0.16 0.02 0.05 0.09 0.17 0.04 0.07 0.07 0.29 0.03 0.06 0.07 0.27 0.03 0.06 0.07 0.15 0.01 0.07 0.12 0.37 0.03 0.08 0.12 0.36 0.03 0.08 0.07 0.16 0.03 0.04
PowerTwoLoci RecOrRec 1.6 4 0.0001500 0.05 0.19 0.01 0.02 0.03 0.12 0.01 0.03 0.05 0.14 0.02 0.03 0.09 0.26 0.02 0.07 0.09 0.24 0.02 0.06 0.07 0.18 0.01 0.04 0.14 0.38 0.05 0.1 0.13 0.36 0.05 0.1 0.04 0.14 0.01 0.02
PowerTwoLoci RecOrRec 1.6 4 0.0002000 0.09 0.21 0.05 0.05 0.05 0.18 0.05 0.05 0.05 0.23 0.05 0.05 0.15 0.32 0.04 0.07 0.16 0.31 0.04 0.07 0.13 0.18 0.05 0.07 0.21 0.44 0.06 0.12 0.2 0.43 0.05 0.12 0.06 0.18 0.05 0.05
PowerTwoLoci RecOrRec 2.0 4 0.0000000 0.58 0.69 0.47 0.54 0.52 0.64 0.45 0.49 0.54 0.68 0.45 0.51 0.6 0.72 0.49 0.57 0.6 0.72 0.49 0.57 0.6 0.7 0.5 0.59 0.63 0.76 0.53 0.6 0.65 0.76 0.53 0.6 0.56 0.67 0.47 0.54
PowerTwoLoci RecOrRec 2.0 4 0.0000500 0.28 0.38 0.22 0.25 0.25 0.32 0.16 0.24 0.24 0.38 0.17 0.24 0.3 0.46 0.21 0.27 0.3 0.45 0.21 0.27 0.28 0.42 0.21 0.26 0.34 0.55 0.22 0.27 0.34 0.54 0.22 0.27 0.28 0.34 0.21 0.25
